iter	Accuracy	Logloss
108	1	9.060488826e-05
109	1	9.06015395e-05
110	1	9.06015395e-05
111	1	9.06015395e-05
112	1	9.059968912e-05
113	1	9.059968912e-05
114	1	9.059885139e-05
115	1	9.059655302e-05
116	1	9.059655302e-05
117	1	9.059655302e-05
118	1	9.059655302e-05
119	1	9.059488822e-05
120	1	9.059433184e-05
121	1	9.03634762e-05
122	1	9.036292485e-05
123	1	9.036292485e-05
124	1	9.036213866e-05
125	1	9.035767843e-05
126	1	9.035767843e-05
127	1	9.035767843e-05
128	1	9.035767843e-05
129	1	9.0357139e-05
130	1	9.035441114e-05
131	1	9.035334918e-05
132	1	9.035228362e-05
133	1	9.035228362e-05
134	1	9.035006377e-05
135	1	9.034776157e-05
136	1	9.034546509e-05
137	1	9.034546509e-05
138	1	9.034111012e-05
139	1	9.033881797e-05
140	1	9.033482522e-05
141	1	9.033252385e-05
142	1	9.033092788e-05
143	1	9.033039146e-05
144	1	9.032809032e-05
145	1	9.03224924e-05
146	1	9.03224924e-05
147	1	9.03224924e-05
148	1	9.032144397e-05
149	1	9.031752974e-05
150	1	9.031433465e-05
151	1	9.031203437e-05
152	1	9.031097262e-05
153	1	9.030212233e-05
154	1	9.029982271e-05
155	1	9.029982271e-05
156	1	9.029982271e-05
157	1	9.029982271e-05
158	1	9.029105774e-05
159	1	9.028991222e-05
160	1	9.028843101e-05
161	1	9.028625229e-05
162	1	9.02846205e-05
163	1	9.028093302e-05
164	1	9.02803598e-05
165	1	9.027817258e-05
166	1	9.027702575e-05
167	1	9.027645258e-05
168	1	9.027542145e-05
169	1	9.027418894e-05
170	1	9.003332797e-05
171	1	9.003114716e-05
172	1	9.00283241e-05
173	1	9.002666455e-05
174	1	9.001839754e-05
175	1	9.001383777e-05
176	1	9.001304087e-05
177	1	9.001256388e-05
178	1	9.00044773e-05
179	1	8.999534239e-05
180	1	8.999453492e-05
181	1	8.999329978e-05
182	1	8.999329978e-05
183	1	8.998926886e-05
184	1	8.998761362e-05
185	1	8.998761362e-05
186	1	8.997854728e-05
187	1	8.997120227e-05
188	1	8.996663823e-05
189	1	8.996557593e-05
190	1	8.99610125e-05
191	1	8.995905197e-05
192	1	8.995468689e-05
193	1	8.995013574e-05
194	1	8.994787234e-05
195	1	8.994787234e-05
196	1	8.994787234e-05
197	1	8.994787234e-05
198	1	8.994455945e-05
199	1	8.99434652e-05
200	1	8.993890414e-05
201	1	8.993792043e-05
202	1	8.993626436e-05
203	1	8.993304586e-05
204	1	8.992982942e-05
205	1	8.992982942e-05
206	1	8.992765703e-05
207	1	8.992726574e-05
208	1	8.992576829e-05
209	1	8.992170414e-05
210	1	8.992016462e-05
211	1	8.991722886e-05
212	1	8.991629894e-05
213	1	8.991424812e-05
214	1	8.991385831e-05
215	1	8.990930036e-05
216	1	8.990828541e-05
217	1	8.990754931e-05
218	1	8.990299204e-05
219	1	8.989843525e-05
220	1	8.989142942e-05
221	1	8.988704814e-05
222	1	8.988660165e-05
223	1	8.988660165e-05
224	1	8.988660165e-05
225	1	8.988495459e-05
226	1	8.988301176e-05
227	1	8.988220934e-05
228	1	8.987765477e-05
229	1	8.987688749e-05
230	1	8.987542019e-05
231	1	8.987366964e-05
232	1	8.986658043e-05
233	1	8.98620275e-05
234	1	8.986048518e-05
235	1	8.985953601e-05
236	1	8.985927461e-05
237	1	8.985745397e-05
238	1	8.985423926e-05
239	1	8.985352095e-05
240	1	8.985279318e-05
241	1	8.98517159e-05
242	1	8.985056895e-05
243	1	8.984916081e-05
244	1	8.984839368e-05
245	1	8.984487217e-05
246	1	8.984430461e-05
247	1	8.984396512e-05
248	1	8.984255687e-05
249	1	8.984255687e-05
250	1	8.984255687e-05
251	1	8.98418172e-05
252	1	8.984040937e-05
253	1	8.984040937e-05
254	1	8.98396752e-05
255	1	8.983863011e-05
256	1	8.983835452e-05
257	1	8.983730946e-05
258	1	8.983730946e-05
259	1	8.983626444e-05
260	1	8.983521944e-05
261	1	8.983417447e-05
262	1	8.983312953e-05
263	1	8.983285398e-05
264	1	8.983285398e-05
265	1	8.983285398e-05
266	1	8.983285398e-05
267	1	8.983144638e-05
268	1	8.983040151e-05
269	1	8.982935668e-05
270	1	8.982935668e-05
271	1	8.982881836e-05
272	1	8.982777357e-05
273	1	8.982777357e-05
274	1	8.982672881e-05
275	1	8.98264533e-05
276	1	8.982504593e-05
277	1	8.982400124e-05
278	1	8.982400124e-05
279	1	8.982400124e-05
280	1	8.982191194e-05
281	1	8.982191194e-05
282	1	8.981982276e-05
283	1	8.98195473e-05
284	1	8.98195473e-05
285	1	8.98195473e-05
286	1	8.98195473e-05
287	1	8.981850277e-05
288	1	8.981850277e-05
289	1	8.981641378e-05
290	1	8.981613835e-05
291	1	8.981586292e-05
292	1	8.981586292e-05
293	1	8.981481849e-05
294	1	8.981481849e-05
295	1	8.981481849e-05
296	1	8.981481849e-05
297	1	8.981481849e-05
298	1	8.981481849e-05
299	1	8.981481849e-05
300	1	8.981481849e-05
301	1	8.981481849e-05
302	1	8.981481849e-05
303	1	8.981481849e-05
304	1	8.981481849e-05
305	1	8.981481849e-05
306	1	8.981481849e-05
307	1	8.981481849e-05
308	1	8.981481849e-05
309	1	8.981481849e-05
310	1	8.981481849e-05
311	1	8.981481849e-05
312	1	8.981481849e-05
313	1	8.981481849e-05
314	1	8.981481849e-05
315	1	8.981377409e-05
316	1	8.981377409e-05
317	1	8.981377409e-05
318	1	8.981377409e-05
319	1	8.981377409e-05
320	1	8.981377409e-05
321	1	8.981377409e-05
322	1	8.981377409e-05
323	1	8.981377409e-05
324	1	8.981377409e-05
325	1	8.981377409e-05
326	1	8.981377409e-05
327	1	8.981377409e-05
328	1	8.981377409e-05
329	1	8.981377409e-05
330	1	8.981377409e-05
331	1	8.981377409e-05
332	1	8.981377409e-05
333	1	8.981377409e-05
334	1	8.981377409e-05
335	1	8.981377409e-05
336	1	8.981377409e-05
337	1	8.981377409e-05
338	1	8.981377409e-05
339	1	8.981377409e-05
340	1	8.981377409e-05
341	1	8.981377409e-05
342	1	8.981377409e-05
343	1	8.981377409e-05
344	1	8.981377409e-05
345	1	8.981377409e-05
346	1	8.981377409e-05
347	1	8.981377409e-05
348	1	8.981377409e-05
349	1	8.981377409e-05
350	1	8.981377409e-05
351	1	8.981377409e-05
352	1	8.981377409e-05
353	1	8.981377409e-05
354	1	8.981377409e-05
355	1	8.981377409e-05
356	1	8.981377409e-05
357	1	8.981377409e-05
358	1	8.981377409e-05
359	1	8.981377409e-05
360	1	8.981377409e-05
361	1	8.981377409e-05
362	1	8.981377409e-05
363	1	8.981377409e-05
364	1	8.981377409e-05
365	1	8.981377409e-05
366	1	8.981377409e-05
367	1	8.981377409e-05
368	1	8.981377409e-05
369	1	8.981377409e-05
370	1	8.981377409e-05
371	1	8.981377409e-05
372	1	8.981377409e-05
373	1	8.981377409e-05
374	1	8.981377409e-05
375	1	8.981377409e-05
376	1	8.981377409e-05
377	1	8.981377409e-05
378	1	8.981377409e-05
379	1	8.981377409e-05
380	1	8.981377409e-05
381	1	8.981377409e-05
382	1	8.981377409e-05
383	1	8.981377409e-05
384	1	8.981377409e-05
385	1	8.981377409e-05
386	1	8.981377409e-05
387	1	8.981377409e-05
388	1	8.981377409e-05
389	1	8.981377409e-05
390	1	8.981377409e-05
391	1	8.981377409e-05
392	1	8.981377409e-05
393	1	8.981377409e-05
394	1	8.981377409e-05
395	1	8.981377409e-05
396	1	8.981377409e-05
397	1	8.981377409e-05
398	1	8.981377409e-05
399	1	8.981377409e-05
400	1	8.981377409e-05
401	1	8.981377409e-05
402	1	8.981377409e-05
403	1	8.981377409e-05
404	1	8.981377409e-05
405	1	8.981377409e-05
406	1	8.981377409e-05
407	1	8.981377409e-05
408	1	8.981377409e-05
409	1	8.981377409e-05
410	1	8.981377409e-05
411	1	8.981377409e-05
412	1	8.981377409e-05
413	1	8.981377409e-05
414	1	8.981377409e-05
415	1	8.981377409e-05
416	1	8.981377409e-05
417	1	8.981377409e-05
418	1	8.981377409e-05
419	1	8.981377409e-05
420	1	8.981377409e-05
421	1	8.981377409e-05
422	1	8.981377409e-05
423	1	8.981377409e-05
424	1	8.981377409e-05
425	1	8.981377409e-05
426	1	8.981377409e-05
427	1	8.981377409e-05
428	1	8.981377409e-05
429	1	8.981377409e-05
430	1	8.981377409e-05
431	1	8.981377409e-05
432	1	8.981377409e-05
433	1	8.981377409e-05
434	1	8.981377409e-05
435	1	8.981377409e-05
436	1	8.981377409e-05
437	1	8.981377409e-05
438	1	8.981377409e-05
439	1	8.981377409e-05
440	1	8.981377409e-05
441	1	8.981377409e-05
442	1	8.981377409e-05
443	1	8.981377409e-05
444	1	8.981377409e-05
445	1	8.981377409e-05
446	1	8.981377409e-05
447	1	8.981377409e-05
448	1	8.981377409e-05
449	1	8.981377409e-05
450	1	8.981377409e-05
451	1	8.981377409e-05
452	1	8.981377409e-05
453	1	8.981377409e-05
454	1	8.981377409e-05
455	1	8.981377409e-05
456	1	8.981377409e-05
457	1	8.981377409e-05
458	1	8.981377409e-05
459	1	8.981377409e-05
460	1	8.981377409e-05
461	1	8.981377409e-05
462	1	8.981377409e-05
463	1	8.981377409e-05
464	1	8.981377409e-05
465	1	8.981377409e-05
466	1	8.981377409e-05
467	1	8.981377409e-05
468	1	8.981377409e-05
469	1	8.981377409e-05
470	1	8.981377409e-05
471	1	8.981377409e-05
472	1	8.981377409e-05
473	1	8.981377409e-05
474	1	8.981377409e-05
475	1	8.981377409e-05
476	1	8.981377409e-05
477	1	8.981377409e-05
478	1	8.981377409e-05
479	1	8.981377409e-05
480	1	8.981377409e-05
481	1	8.981377409e-05
482	1	8.981377409e-05
483	1	8.981377409e-05
484	1	8.981377409e-05
485	1	8.981377409e-05
486	1	8.981377409e-05
487	1	8.981377409e-05
488	1	8.981377409e-05
489	1	8.981377409e-05
490	1	8.981377409e-05
491	1	8.981377409e-05
492	1	8.981377409e-05
493	1	8.981377409e-05
494	1	8.981377409e-05
495	1	8.981377409e-05
496	1	8.981377409e-05
497	1	8.981377409e-05
498	1	8.981377409e-05
499	1	8.981377409e-05
